country,iso3,combined_city
Brazil,BRA,"Laranja da Terra, Espírito Santo"
Brazil,BRA,"Linhares, Espírito Santo"
Brazil,BRA,"Mantenópolis, Espírito Santo"
Brazil,BRA,"Marechal Floriano, Espírito Santo"
Brazil,BRA,"Marilândia, Espírito Santo"
Brazil,BRA,"Mimoso do Sul, Espírito Santo"
Brazil,BRA,"Montanha, Espírito Santo"
Brazil,BRA,"Muniz Freire, Espírito Santo"
Brazil,BRA,"Muqui, Espírito Santo"
Brazil,BRA,"Nova Venécia, Espírito Santo"
Brazil,BRA,"Pancas, Espírito Santo"
Brazil,BRA,"Piúma, Espírito Santo"
Brazil,BRA,"Presidente Kennedy, Espírito Santo"
Brazil,BRA,"Rio Bananal, Espírito Santo"
Brazil,BRA,"Rio Novo do Sul, Espírito Santo"
Brazil,BRA,"Santa Leopoldina, Espírito Santo"
Brazil,BRA,"Santa Teresa, Espírito Santo"
Brazil,BRA,"Serra, Espírito Santo"
Brazil,BRA,"São Gabriel, Espírito Santo"
Brazil,BRA,"São José do Calçado, Espírito Santo"
Brazil,BRA,"São Mateus, Espírito Santo"
Brazil,BRA,"Vargem Alta, Espírito Santo"
Brazil,BRA,"Viana, Espírito Santo"
Brazil,BRA,"Vila Velha, Espírito Santo"
Brazil,BRA,"Vitória, Espírito Santo"
Brazil,BRA,"Águia Branca, Espírito Santo"
Brazil,BRA,"Abadiânia, Goiás"
Brazil,BRA,"Alexânia, Goiás"
Brazil,BRA,"Alto Paraíso de Goiás, Goiás"
Brazil,BRA,"Anicuns, Goiás"
Brazil,BRA,"Anápolis, Goiás"
Brazil,BRA,"Aragarças, Goiás"
Brazil,BRA,"Aragoiânia, Goiás"
Brazil,BRA,"Barro Alto, Goiás"
Brazil,BRA,"Bela Vista de Goiás, Goiás"
Brazil,BRA,"Bom Jesus, Goiás"
Brazil,BRA,"Bonfinópolis, Goiás"
Brazil,BRA,"Buriti Alegre, Goiás"
Brazil,BRA,"Cachoeira Alta, Goiás"
Brazil,BRA,"Caiapônia, Goiás"
Brazil,BRA,"Caldas Novas, Goiás"
Brazil,BRA,"Campinorte, Goiás"
Brazil,BRA,"Campos Belos, Goiás"
Brazil,BRA,"Carmo do Rio Verde, Goiás"
Brazil,BRA,"Catalão, Goiás"
Brazil,BRA,"Cavalcante, Goiás"
Brazil,BRA,"Caçu, Goiás"
Brazil,BRA,"Ceres, Goiás"
Brazil,BRA,"Corumbaíba, Goiás"
Brazil,BRA,"Corumbá de Goiás, Goiás"
Brazil,BRA,"Cristalina, Goiás"
Brazil,BRA,"Crixás, Goiás"
Brazil,BRA,"Edéia, Goiás"
Brazil,BRA,"Firminópolis, Goiás"
Brazil,BRA,"Flores de Goiás, Goiás"
Brazil,BRA,"Formosa, Goiás"
Brazil,BRA,"Goianira, Goiás"
Brazil,BRA,"Goianápolis, Goiás"
Brazil,BRA,"Goianésia, Goiás"
Brazil,BRA,"Goiatuba, Goiás"
Brazil,BRA,"Goiás, Goiás"
Brazil,BRA,"Goiânia, Goiás"
Brazil,BRA,"Guapó, Goiás"
Brazil,BRA,"Hidrolândia, Goiás"
Brazil,BRA,"Iaciara, Goiás"
Brazil,BRA,"Inhumas, Goiás"
Brazil,BRA,"Ipameri, Goiás"
Brazil,BRA,"Iporá, Goiás"
Brazil,BRA,"Itaberaí, Goiás"
Brazil,BRA,"Itapaci, Goiás"
Brazil,BRA,"Itapuranga, Goiás"
Brazil,BRA,"Itumbiara, Goiás"
Brazil,BRA,"Jaraguá, Goiás"
Brazil,BRA,"Jataí, Goiás"
Brazil,BRA,"Jussara, Goiás"
Brazil,BRA,"Leopoldo de Bulhões, Goiás"
Brazil,BRA,"Luziânia, Goiás"
Brazil,BRA,"Mara Rosa, Goiás"
Brazil,BRA,"Maurilândia, Goiás"
Brazil,BRA,"Minaçu, Goiás"
Brazil,BRA,"Mineiros, Goiás"
Brazil,BRA,"Montividiu, Goiás"
Brazil,BRA,"Morrinhos, Goiás"
Brazil,BRA,"Mozarlândia, Goiás"
Brazil,BRA,"Nerópolis, Goiás"
Brazil,BRA,"Niquelândia, Goiás"
Brazil,BRA,"Nova Crixás, Goiás"
Brazil,BRA,"Nova Veneza, Goiás"
Brazil,BRA,"Orizona, Goiás"
Brazil,BRA,"Padre Bernardo, Goiás"
Brazil,BRA,"Palmeiras de Goiás, Goiás"
Brazil,BRA,"Paraúna, Goiás"
Brazil,BRA,"Petrolina de Goiás, Goiás"
Brazil,BRA,"Piracanjuba, Goiás"
Brazil,BRA,"Piranhas, Goiás"
Brazil,BRA,"Pirenópolis, Goiás"
Brazil,BRA,"Pires do Rio, Goiás"
Brazil,BRA,"Planaltina, Goiás"
Brazil,BRA,"Pontalina, Goiás"
Brazil,BRA,"Porangatu, Goiás"
Brazil,BRA,"Posse, Goiás"
Brazil,BRA,"Quirinópolis, Goiás"
Brazil,BRA,"Rialma, Goiás"
Brazil,BRA,"Rio Verde, Goiás"
Brazil,BRA,"Rubiataba, Goiás"
Brazil,BRA,"Santa Helena de Goiás, Goiás"
Brazil,BRA,"Santa Terezinha de Goiás, Goiás"
Brazil,BRA,"Santo Antônio do Descoberto, Goiás"
Brazil,BRA,"Senador Canedo, Goiás"
Brazil,BRA,"Silvânia, Goiás"
Brazil,BRA,"São Domingos, Goiás"
Brazil,BRA,"São João d’Aliança, Goiás"
Brazil,BRA,"São Luís de Montes Belos, Goiás"
Brazil,BRA,"São Miguel do Araguaia, Goiás"
Brazil,BRA,"São Simão, Goiás"
Brazil,BRA,"Trindade, Goiás"
Brazil,BRA,"Uruana, Goiás"
Brazil,BRA,"Uruaçu, Goiás"
Brazil,BRA,"Vianópolis, Goiás"
Brazil,BRA,"Vicentinópolis, Goiás"
Brazil,BRA,"Alcântara, Maranhão"
Brazil,BRA,"Aldeias Altas, Maranhão"
Brazil,BRA,"Alto Parnaíba, Maranhão"
Brazil,BRA,"Amarante do Maranhão, Maranhão"
Brazil,BRA,"Anajatuba, Maranhão"
Brazil,BRA,"Anapurus, Maranhão"
Brazil,BRA,"Araioses, Maranhão"
Brazil,BRA,"Arari, Maranhão"
Brazil,BRA,"Axixá, Maranhão"
Brazil,BRA,"Açailandia, Maranhão"
Brazil,BRA,"Bacabal, Maranhão"
Brazil,BRA,"Bacuri, Maranhão"
Brazil,BRA,"Balsas, Maranhão"
Brazil,BRA,"Barra do Corda, Maranhão"
Brazil,BRA,"Barreirinhas, Maranhão"
Brazil,BRA,"Barão do Grajaú, Maranhão"
Brazil,BRA,"Bequimão, Maranhão"
Brazil,BRA,"Bom Jesus, Maranhão"
Brazil,BRA,"Bom Lugar, Maranhão"
Brazil,BRA,"Brejo, Maranhão"
Brazil,BRA,"Buriti, Maranhão"
Brazil,BRA,"Buriti Bravo, Maranhão"
Brazil,BRA,"Buritirama, Maranhão"
Brazil,BRA,"Cajari, Maranhão"
Brazil,BRA,"Cantanhede, Maranhão"
Brazil,BRA,"Carutapera, Maranhão"
Brazil,BRA,"Caxias, Maranhão"
Brazil,BRA,"Cedral, Maranhão"
Brazil,BRA,"Chapadinha, Maranhão"
Brazil,BRA,"Cidelândia, Maranhão"
Brazil,BRA,"Codó, Maranhão"
Brazil,BRA,"Coelho Neto, Maranhão"
Brazil,BRA,"Colinas, Maranhão"
Brazil,BRA,"Coroatá, Maranhão"
Brazil,BRA,"Cururupu, Maranhão"
Brazil,BRA,"Cândido Mendes, Maranhão"
Brazil,BRA,"Dom Pedro, Maranhão"
Brazil,BRA,"Duque Bacelar, Maranhão"
Brazil,BRA,"Estreito, Maranhão"
Brazil,BRA,"Fortaleza dos Nogueiras, Maranhão"
Brazil,BRA,"Fortuna, Maranhão"
Brazil,BRA,"Governador Archer, Maranhão"
Brazil,BRA,"Grajaú, Maranhão"
Brazil,BRA,"Gudofredo Viana, Maranhão"
Brazil,BRA,"Guimarães, Maranhão"
Brazil,BRA,"Humberto de Campos, Maranhão"
Brazil,BRA,"Icatu, Maranhão"
Brazil,BRA,"Igarapé Grande, Maranhão"
Brazil,BRA,"Imperatriz, Maranhão"
Brazil,BRA,"Itapecuru Mirim, Maranhão"
Brazil,BRA,"João Lisboa, Maranhão"
Brazil,BRA,"Lagoa do Mato, Maranhão"
Brazil,BRA,"Loreto, Maranhão"
Brazil,BRA,"Magalhães de Almeida, Maranhão"
Brazil,BRA,"Maracaçumé, Maranhão"
Brazil,BRA,"Mata Roma, Maranhão"
Brazil,BRA,"Matinha, Maranhão"
Brazil,BRA,"Matões, Maranhão"
Brazil,BRA,"Mirador, Maranhão"
Brazil,BRA,"Mirinzal, Maranhão"
Brazil,BRA,"Montes Altos, Maranhão"
Brazil,BRA,"Monção, Maranhão"
Brazil,BRA,"Morros, Maranhão"
Brazil,BRA,"Nina Rodrigues, Maranhão"
Brazil,BRA,"Olho d’Água das Cunhãs, Maranhão"
Brazil,BRA,"Palmeiras, Maranhão"
Brazil,BRA,"Paraibano, Maranhão"
Brazil,BRA,"Parnarama, Maranhão"
Brazil,BRA,"Passagem Franca, Maranhão"
Brazil,BRA,"Pastos Bons, Maranhão"
Brazil,BRA,"Paulino Neves, Maranhão"
Brazil,BRA,"Paço do Lumiar, Maranhão"
Brazil,BRA,"Pedreiras, Maranhão"
Brazil,BRA,"Penalva, Maranhão"
Brazil,BRA,"Peri-Mirim, Maranhão"
Brazil,BRA,"Peritoró, Maranhão"
Brazil,BRA,"Pindaré-Mirim, Maranhão"
Brazil,BRA,"Pinheiro, Maranhão"
Brazil,BRA,"Pio XII, Maranhão"
Brazil,BRA,"Pirapemas, Maranhão"
Brazil,BRA,"Porto Franco, Maranhão"
Brazil,BRA,"Poção de Pedras, Maranhão"
Brazil,BRA,"Presidente Dutra, Maranhão"
Brazil,BRA,"Presidente Vargas, Maranhão"
Brazil,BRA,"Primeira Cruz, Maranhão"
Brazil,BRA,"Rosário, Maranhão"
Brazil,BRA,"Santa Helena, Maranhão"
Brazil,BRA,"Santa Inês, Maranhão"
Brazil,BRA,"Santa Quitéria do Maranhão, Maranhão"
Brazil,BRA,"Santo Antônio dos Lopes, Maranhão"
Brazil,BRA,"Sucupira do Norte, Maranhão"
Brazil,BRA,"São Benedito do Rio Preto, Maranhão"
Brazil,BRA,"São Bento, Maranhão"
Brazil,BRA,"São Bernardo, Maranhão"
Brazil,BRA,"São Domingos do Maranhão, Maranhão"
Brazil,BRA,"São Francisco, Maranhão"
Brazil,BRA,"São Francisco do Maranhão, Maranhão"
Brazil,BRA,"São José de Ribamar, Maranhão"
Brazil,BRA,"São João Batista, Maranhão"
Brazil,BRA,"São João dos Patos, Maranhão"
Brazil,BRA,"São João dos Poleiros, Maranhão"
Brazil,BRA,"São Luís, Maranhão"
Brazil,BRA,"São Luís Gonzaga do Maranhão, Maranhão"
Brazil,BRA,"São Mateus do Maranhão, Maranhão"
Brazil,BRA,"São Pedro da Água Branca, Maranhão"
Brazil,BRA,"São Raimundo das Mangabeiras, Maranhão"
Brazil,BRA,"São Vicente Ferrer, Maranhão"
Brazil,BRA,"Tasso Fragoso, Maranhão"
Brazil,BRA,"Timbiras, Maranhão"
Brazil,BRA,"Timon, Maranhão"
Brazil,BRA,"Tuntum, Maranhão"
Brazil,BRA,"Turiaçu, Maranhão"
Brazil,BRA,"Tutóia, Maranhão"
Brazil,BRA,"Urbano Santos, Maranhão"
Brazil,BRA,"Vargem Grande, Maranhão"
Brazil,BRA,"Viana, Maranhão"
Brazil,BRA,"Vitória do Mearim, Maranhão"
Brazil,BRA,"Alta Floresta, Mato Grosso"
Brazil,BRA,"Alto Araguaia, Mato Grosso"
Brazil,BRA,"Alto Garças, Mato Grosso"
Brazil,BRA,"Araputanga, Mato Grosso"
Brazil,BRA,"Arenápolis, Mato Grosso"
Brazil,BRA,"Aripuanã, Mato Grosso"
Brazil,BRA,"Barra do Bugres, Mato Grosso"
Brazil,BRA,"Barra do Garças, Mato Grosso"
Brazil,BRA,"Brasnorte, Mato Grosso"
Brazil,BRA,"Campo Novo do Parecis, Mato Grosso"
Brazil,BRA,"Canarana I, Mato Grosso"
Brazil,BRA,"Chapada dos Guimarães, Mato Grosso"
Brazil,BRA,"Colíder, Mato Grosso"
Brazil,BRA,"Comodoro, Mato Grosso"
Brazil,BRA,"Confresa, Mato Grosso"
Brazil,BRA,"Cuiabá, Mato Grosso"
Brazil,BRA,"Cáceres, Mato Grosso"
Brazil,BRA,"Diamantino, Mato Grosso"
Brazil,BRA,"Guiratinga, Mato Grosso"
Brazil,BRA,"Itiquira, Mato Grosso"
Brazil,BRA,"Jaciara, Mato Grosso"
Brazil,BRA,"Juara, Mato Grosso"
Brazil,BRA,"Juína, Mato Grosso"
Brazil,BRA,"Lucas do Rio Verde, Mato Grosso"
Brazil,BRA,"Mirassol d’Oeste, Mato Grosso"
Brazil,BRA,"Nobres, Mato Grosso"
Brazil,BRA,"Nossa Senhora do Livramento, Mato Grosso"
Brazil,BRA,"Nova Olímpia, Mato Grosso"
Brazil,BRA,"Nova Ubiratã, Mato Grosso"
Brazil,BRA,"Nova Xavantina, Mato Grosso"
Brazil,BRA,"Pedra Preta, Mato Grosso"
Brazil,BRA,"Poconé, Mato Grosso"
Brazil,BRA,"Pontes e Lacerda, Mato Grosso"
Brazil,BRA,"Porto Alegre do Norte, Mato Grosso"
Brazil,BRA,"Poxoréo, Mato Grosso"
Brazil,BRA,"Pôrto Esperidião, Mato Grosso"
Brazil,BRA,"Rondonópolis, Mato Grosso"
Brazil,BRA,"Rosário Oeste, Mato Grosso"
Brazil,BRA,"Santo Antônio do Leverger, Mato Grosso"
Brazil,BRA,"Sinop, Mato Grosso"
Brazil,BRA,"Sorriso, Mato Grosso"
Brazil,BRA,"São Félix do Araguaia, Mato Grosso"
Brazil,BRA,"Vila Bela da Santíssima Trindade, Mato Grosso"
Brazil,BRA,"Vila Rica, Mato Grosso"
Brazil,BRA,"Várzea Grande, Mato Grosso"
Brazil,BRA,"Amambaí, Mato Grosso do Sul"
Brazil,BRA,"Anastácio, Mato Grosso do Sul"
Brazil,BRA,"Aparecida do Taboado, Mato Grosso do Sul"
Brazil,BRA,"Aquidauana, Mato Grosso do Sul"
Brazil,BRA,"Bataguaçu, Mato Grosso do Sul"
Brazil,BRA,"Bataiporã, Mato Grosso do Sul"
Brazil,BRA,"Bela Vista, Mato Grosso do Sul"
Brazil,BRA,"Bonito, Mato Grosso do Sul"
Brazil,BRA,"Camapuã, Mato Grosso do Sul"
Brazil,BRA,"Campo Grande, Mato Grosso do Sul"
Brazil,BRA,"Carapó, Mato Grosso do Sul"
Brazil,BRA,"Cassilândia, Mato Grosso do Sul"
Brazil,BRA,"Corumbá, Mato Grosso do Sul"
Brazil,BRA,"Coxim, Mato Grosso do Sul"
Brazil,BRA,"Dourados, Mato Grosso do Sul"
Brazil,BRA,"Eldorado, Mato Grosso do Sul"
Brazil,BRA,"Guia Lopes da Laguna, Mato Grosso do Sul"
Brazil,BRA,"Iguatemi, Mato Grosso do Sul"
Brazil,BRA,"Itaporã, Mato Grosso do Sul"
Brazil,BRA,"Jardim, Mato Grosso do Sul"
Brazil,BRA,"Ladário, Mato Grosso do Sul"
Brazil,BRA,"Maracaju, Mato Grosso do Sul"
Brazil,BRA,"Miranda, Mato Grosso do Sul"
Brazil,BRA,"Naviraí, Mato Grosso do Sul"
Brazil,BRA,"Nioaque, Mato Grosso do Sul"
Brazil,BRA,"Paranaíba, Mato Grosso do Sul"
Brazil,BRA,"Paranhos, Mato Grosso do Sul"
Brazil,BRA,"Ponta Porã, Mato Grosso do Sul"
Brazil,BRA,"Pôrto Murtinho, Mato Grosso do Sul"
Brazil,BRA,"Ribas do Rio Pardo, Mato Grosso do Sul"
Brazil,BRA,"Rio Brilhante, Mato Grosso do Sul"
Brazil,BRA,"Rio Verde de Mato Grosso, Mato Grosso do Sul"
Brazil,BRA,"Sidrolândia, Mato Grosso do Sul"
Brazil,BRA,"Sonora, Mato Grosso do Sul"
Brazil,BRA,"Terenos, Mato Grosso do Sul"
Brazil,BRA,"Três Lagoas, Mato Grosso do Sul"
Brazil,BRA,"Água Clara, Mato Grosso do Sul"
Brazil,BRA,"Abaeté, Minas Gerais"
Brazil,BRA,"Abre Campo, Minas Gerais"
Brazil,BRA,"Aimorés, Minas Gerais"
Brazil,BRA,"Alfenas, Minas Gerais"
Brazil,BRA,"Almenara, Minas Gerais"
Brazil,BRA,"Alpinópolis, Minas Gerais"
Brazil,BRA,"Alterosa, Minas Gerais"
Brazil,BRA,"Alto Rio Doce, Minas Gerais"
Brazil,BRA,"Alvinópolis, Minas Gerais"
Brazil,BRA,"Além Paraíba, Minas Gerais"
Brazil,BRA,"Andradas, Minas Gerais"
Brazil,BRA,"Andrelândia, Minas Gerais"
Brazil,BRA,"André Fernandes, Minas Gerais"
Brazil,BRA,"Antônio Carlos, Minas Gerais"
Brazil,BRA,"Antônio Dias, Minas Gerais"
Brazil,BRA,"Araguari, Minas Gerais"
Brazil,BRA,"Araxá, Minas Gerais"
Brazil,BRA,"Araçuaí, Minas Gerais"
Brazil,BRA,"Araújos, Minas Gerais"
Brazil,BRA,"Arceburgo, Minas Gerais"
Brazil,BRA,"Arcos, Minas Gerais"
Brazil,BRA,"Areado, Minas Gerais"
Brazil,BRA,"Arinos, Minas Gerais"
Brazil,BRA,"Astolfo Dutra, Minas Gerais"
Brazil,BRA,"Ataléia, Minas Gerais"
Brazil,BRA,"Açucena, Minas Gerais"
Brazil,BRA,"Baependi, Minas Gerais"
Brazil,BRA,"Bambuí, Minas Gerais"
Brazil,BRA,"Barbacena, Minas Gerais"
Brazil,BRA,"Barroso, Minas Gerais"
Brazil,BRA,"Barão de Cocais, Minas Gerais"
Brazil,BRA,"Bela Vista de Minas, Minas Gerais"
Brazil,BRA,"Belo Horizonte, Minas Gerais"
Brazil,BRA,"Belo Oriente, Minas Gerais"
Brazil,BRA,"Belo Vale, Minas Gerais"
Brazil,BRA,"Berilo, Minas Gerais"
Brazil,BRA,"Betim, Minas Gerais"
Brazil,BRA,"Bicas, Minas Gerais"
Brazil,BRA,"Boa Esperança, Minas Gerais"
Brazil,BRA,"Bocaiúva, Minas Gerais"
Brazil,BRA,"Bom Jesus do Galho, Minas Gerais"
Brazil,BRA,"Bom Repouso, Minas Gerais"
Brazil,BRA,"Bom Sucesso, Minas Gerais"
Brazil,BRA,"Borda da Mata, Minas Gerais"
Brazil,BRA,"Botelhos, Minas Gerais"
Brazil,BRA,"Brasilândia, Minas Gerais"
Brazil,BRA,"Brasília de Minas, Minas Gerais"
Brazil,BRA,"Brazópolis, Minas Gerais"
Brazil,BRA,"Brumadinho, Minas Gerais"
Brazil,BRA,"Bueno Brandão, Minas Gerais"
Brazil,BRA,"Buenópolis, Minas Gerais"
Brazil,BRA,"Buritis, Minas Gerais"
Brazil,BRA,"Buritizeiro, Minas Gerais"
Brazil,BRA,"Cabo Verde, Minas Gerais"
Brazil,BRA,"Cachoeira de Minas, Minas Gerais"
Brazil,BRA,"Caetanópolis, Minas Gerais"
Brazil,BRA,"Caeté, Minas Gerais"
Brazil,BRA,"Caldas, Minas Gerais"
Brazil,BRA,"Camanducaia, Minas Gerais"
Brazil,BRA,"Cambuquira, Minas Gerais"
Brazil,BRA,"Cambuí, Minas Gerais"
Brazil,BRA,"Campanha, Minas Gerais"
Brazil,BRA,"Campestre, Minas Gerais"
Brazil,BRA,"Campina Verde, Minas Gerais"
Brazil,BRA,"Campo Belo, Minas Gerais"
Brazil,BRA,"Campo do Meio, Minas Gerais"
Brazil,BRA,"Campos Altos, Minas Gerais"
Brazil,BRA,"Campos Gerais, Minas Gerais"
Brazil,BRA,"Candeias, Minas Gerais"
Brazil,BRA,"Canápolis, Minas Gerais"
Brazil,BRA,"Capelinha, Minas Gerais"
Brazil,BRA,"Capim Branco, Minas Gerais"
Brazil,BRA,"Capinópolis, Minas Gerais"
Brazil,BRA,"Capitão Enéas, Minas Gerais"
Brazil,BRA,"Capitólio, Minas Gerais"
Brazil,BRA,"Caputira, Minas Gerais"
Brazil,BRA,"Carandaí, Minas Gerais"
Brazil,BRA,"Carangola, Minas Gerais"
Brazil,BRA,"Caratinga, Minas Gerais"
Brazil,BRA,"Caraí, Minas Gerais"
Brazil,BRA,"Carbonita, Minas Gerais"
Brazil,BRA,"Carlos Chagas, Minas Gerais"
Brazil,BRA,"Carmo da Cachoeira, Minas Gerais"
Brazil,BRA,"Carmo da Mata, Minas Gerais"
Brazil,BRA,"Carmo de Minas, Minas Gerais"
Brazil,BRA,"Carmo do Cajuru, Minas Gerais"
Brazil,BRA,"Carmo do Paranaíba, Minas Gerais"
Brazil,BRA,"Carmo do Rio Claro, Minas Gerais"
Brazil,BRA,"Carmópolis de Minas, Minas Gerais"
Brazil,BRA,"Carneirinho, Minas Gerais"
Brazil,BRA,"Cataguases, Minas Gerais"
Brazil,BRA,"Caxambu, Minas Gerais"
Brazil,BRA,"Centralina, Minas Gerais"
Brazil,BRA,"Cláudio, Minas Gerais"
Brazil,BRA,"Conceição da Aparecida, Minas Gerais"
Brazil,BRA,"Conceição das Alagoas, Minas Gerais"
Brazil,BRA,"Conceição do Mato Dentro, Minas Gerais"
Brazil,BRA,"Conceição do Rio Verde, Minas Gerais"
Brazil,BRA,"Conceição dos Ouros, Minas Gerais"
Brazil,BRA,"Congonhal, Minas Gerais"
Brazil,BRA,"Congonhas, Minas Gerais"
Brazil,BRA,"Conselheiro Lafaiete, Minas Gerais"
Brazil,BRA,"Conselheiro Pena, Minas Gerais"
Brazil,BRA,"Contagem, Minas Gerais"
Brazil,BRA,"Coqueiral, Minas Gerais"
Brazil,BRA,"Coração de Jesus, Minas Gerais"
Brazil,BRA,"Corinto, Minas Gerais"
Brazil,BRA,"Coroaci, Minas Gerais"
Brazil,BRA,"Coromandel, Minas Gerais"
Brazil,BRA,"Coronel Fabriciano, Minas Gerais"
Brazil,BRA,"Cristais, Minas Gerais"
Brazil,BRA,"Cruzília, Minas Gerais"
Brazil,BRA,"Curvelo, Minas Gerais"
Brazil,BRA,"Cássia, Minas Gerais"
Brazil,BRA,"Delta, Minas Gerais"
Brazil,BRA,"Diamantina, Minas Gerais"
Brazil,BRA,"Divinópolis, Minas Gerais"
Brazil,BRA,"Divisópolis, Minas Gerais"
Brazil,BRA,"Dores de Campos, Minas Gerais"
Brazil,BRA,"Dores do Indaiá, Minas Gerais"
Brazil,BRA,"Elói Mendes, Minas Gerais"
Brazil,BRA,"Engenheiro Caldas, Minas Gerais"
Brazil,BRA,"Entre Rios de Minas, Minas Gerais"
Brazil,BRA,"Ervália, Minas Gerais"
Brazil,BRA,"Esmeraldas, Minas Gerais"
Brazil,BRA,"Espera Feliz, Minas Gerais"
Brazil,BRA,"Espinosa, Minas Gerais"
Brazil,BRA,"Estiva, Minas Gerais"
Brazil,BRA,"Eugenópolis, Minas Gerais"
Brazil,BRA,"Extrema, Minas Gerais"
Brazil,BRA,"Felixlândia, Minas Gerais"
Brazil,BRA,"Ferros, Minas Gerais"
Brazil,BRA,"Fervedouro, Minas Gerais"
Brazil,BRA,"Formiga, Minas Gerais"
Brazil,BRA,"Francisco Sá, Minas Gerais"
Brazil,BRA,"Frutal, Minas Gerais"
Brazil,BRA,"Gouvêa, Minas Gerais"
Brazil,BRA,"Governador Valadares, Minas Gerais"
Brazil,BRA,"Grão Mogol, Minas Gerais"
Brazil,BRA,"Guanhães, Minas Gerais"
Brazil,BRA,"Guapé, Minas Gerais"
Brazil,BRA,"Guaranésia, Minas Gerais"
Brazil,BRA,"Guaxupé, Minas Gerais"
Brazil,BRA,"Iapu, Minas Gerais"
Brazil,BRA,"Ibiraci, Minas Gerais"
Brazil,BRA,"Ibirité, Minas Gerais"
Brazil,BRA,"Ibiá, Minas Gerais"
Brazil,BRA,"Igarapé, Minas Gerais"
Brazil,BRA,"Igaratinga, Minas Gerais"
Brazil,BRA,"Ilicínia, Minas Gerais"
Brazil,BRA,"Inhapim, Minas Gerais"
Brazil,BRA,"Ipaba, Minas Gerais"
Brazil,BRA,"Ipanema, Minas Gerais"
Brazil,BRA,"Ipatinga, Minas Gerais"
Brazil,BRA,"Ipuiúna, Minas Gerais"
Brazil,BRA,"Itabira, Minas Gerais"
Brazil,BRA,"Itabirinha de Mantena, Minas Gerais"
Brazil,BRA,"Itabirito, Minas Gerais"
Brazil,BRA,"Itacarambi, Minas Gerais"
Brazil,BRA,"Itaguara, Minas Gerais"
Brazil,BRA,"Itaipé, Minas Gerais"
Brazil,BRA,"Itajubá, Minas Gerais"
Brazil,BRA,"Itamarandiba, Minas Gerais"
Brazil,BRA,"Itambacuri, Minas Gerais"
Brazil,BRA,"Itamogi, Minas Gerais"
Brazil,BRA,"Itamonte, Minas Gerais"
Brazil,BRA,"Itanhandu, Minas Gerais"
Brazil,BRA,"Itanhomi, Minas Gerais"
Brazil,BRA,"Itapagipe, Minas Gerais"
Brazil,BRA,"Itapecerica, Minas Gerais"
Brazil,BRA,"Itapeva, Minas Gerais"
Brazil,BRA,"Itatiaiuçu, Minas Gerais"
Brazil,BRA,"Itaú de Minas, Minas Gerais"
Brazil,BRA,"Itaúna, Minas Gerais"
Brazil,BRA,"Itinga, Minas Gerais"
Brazil,BRA,"Ituiutaba, Minas Gerais"
Brazil,BRA,"Iturama, Minas Gerais"
Brazil,BRA,"Jaboticatubas, Minas Gerais"
Brazil,BRA,"Jacinto, Minas Gerais"
Brazil,BRA,"Janaúba, Minas Gerais"
Brazil,BRA,"Januária, Minas Gerais"
Brazil,BRA,"Jequeri, Minas Gerais"
Brazil,BRA,"Jequitinhonha, Minas Gerais"
Brazil,BRA,"Joaíma, Minas Gerais"
Brazil,BRA,"Jordânia, Minas Gerais"
Brazil,BRA,"João Monlevade, Minas Gerais"
Brazil,BRA,"João Pinheiro, Minas Gerais"
Brazil,BRA,"Juatuba, Minas Gerais"
Brazil,BRA,"Juiz de Fora, Minas Gerais"
Brazil,BRA,"Juruaia, Minas Gerais"
Brazil,BRA,"Lagoa Dourada, Minas Gerais"
Brazil,BRA,"Lagoa Formosa, Minas Gerais"
Brazil,BRA,"Lagoa Santa, Minas Gerais"
Brazil,BRA,"Lagoa da Prata, Minas Gerais"
Brazil,BRA,"Lajinha, Minas Gerais"
Brazil,BRA,"Lambari, Minas Gerais"
Brazil,BRA,"Lavras, Minas Gerais"
Brazil,BRA,"Leopoldina, Minas Gerais"
Brazil,BRA,"Limeira d’Oeste, Minas Gerais"
Brazil,BRA,"Lontra, Minas Gerais"
Brazil,BRA,"Luz, Minas Gerais"
Brazil,BRA,"Malacacheta, Minas Gerais"
Brazil,BRA,"Manga, Minas Gerais"
Brazil,BRA,"Manhuaçu, Minas Gerais"
Brazil,BRA,"Manhumirim, Minas Gerais"
Brazil,BRA,"Mantena, Minas Gerais"
Brazil,BRA,"Mar de Espanha, Minas Gerais"
Brazil,BRA,"Maria da Fé, Minas Gerais"
Brazil,BRA,"Mario Campos, Minas Gerais"
Brazil,BRA,"Martinho Campos, Minas Gerais"
Brazil,BRA,"Mata Verde, Minas Gerais"
Brazil,BRA,"Mateus Leme, Minas Gerais"
Brazil,BRA,"Matias Barbosa, Minas Gerais"
Brazil,BRA,"Matias Cardoso, Minas Gerais"
Brazil,BRA,"Matipó, Minas Gerais"
Brazil,BRA,"Mato Verde, Minas Gerais"
Brazil,BRA,"Matozinhos, Minas Gerais"
Brazil,BRA,"Medina, Minas Gerais"
Brazil,BRA,"Mercês, Minas Gerais"
Brazil,BRA,"Minas Novas, Minas Gerais"
Brazil,BRA,"Mirabela, Minas Gerais"
Brazil,BRA,"Miradouro, Minas Gerais"
Brazil,BRA,"Miraí, Minas Gerais"
Brazil,BRA,"Missões, Minas Gerais"
Brazil,BRA,"Montalvânia, Minas Gerais"
